,URL,Name
0,https://www.whitehouse.gov/1600daily,1600-daily
1,https://2ndvote.com/,2ndvote
2,https://abort73.com,abort73
3,https://www.academia.org,accuracy-in-academia-aia
4,https://www.aim.org,accuracy-in-media-aim
5,http://www.acting-man.com/,acting-man
6,https://altnewsmedia.net,altnewsmedia-net
7,https://amac.us/,amac-association-of-mature-american-citizens
8,https://www.a1apac.org,america-first-action-superpac
9,https://americarisingpac.org/,america-rising-pac
10,https://aclj.org/,american-center-law-justice-aclj
11,https://americanconsequences.com,american-consequences
12,https://www.aei.org/,american-enterprise-institute
13,https://americansforprosperity.org/,americans-for-prosperity
14,https://www.afpc.org/,american-foreign-policy-council
15,https://amgreatness.com,american-greatness
16,https://www.alec.org,american-legislative-exchange-council-alec
17,https://www.americanlibertyreport.com/,american-liberty-report
18,https://spectator.org/,american-spectator
19,http://www.amimagazine.org/,ami-magazine
20,https://www.ammoland.com,ammoland
21,https://www.aa.com.tr/en,anadolu-agency
22,https://arizonadailyindependent.com,arizona-daily-independent
23,https://www.armstrongeconomics.com,armstrong-economics
24,http://www.asianews.it/en.html,asiannews-it
25,http://www.aina.org/,assyrian-international-news-agency
26,http://axiomnewsnetwork.com,axiom-news-network
27,https://www.badgerinstitute.org/,the-badger-institute
28,https://bearingarms.com/,bearing-arms
29,http://www.beliefnet.com,beliefnet
30,https://www.bizpacreview.com,bizpac-review
31,https://www.blabber.buzz,blabber-buzz
32,https://bluelivesmatter.blue/,blue-lives-matter
33,https://boundingintocomics.com,bounding-into-comics
34,https://brexitcentral.com/,brexitcentral
35,https://buzzsawpolitics.com/,buzzsaw-politics
36,https://calgarysun.com/,calgary-sun
37,https://ca-political.com,cambridge-analytica
38,http://www.campaignlifecoalition.com/,campaign-life-coalition
39,https://www.campusreform.org,campus-reform
40,https://capitalresearch.org/,capital-research-center
41,http://freedomandprosperity.org,center-for-freedom-and-prosperity
42,http://www.chicksontheright.com/,chicks-on-the-right
43,http://www.cc.org,christian-coalition-of-america-cca-bias-rating
44,https://www.christianheadlines.com/,christian-headlines
45,https://www.christiannewsalerts.com,christian-news-alerts
46,http://www.christianpost.com/,christian-post
47,https://www.christiantoday.com/,christian-today
48,https://www.chroniclesmagazine.org/,chronicles-magazine-rockford
49,https://www.citizenfreepress.com,citizen-free-press
50,http://citizensunited.org/index.aspx,citizens-united
51,https://www.city-journal.org,city-journal
52,https://www.nccivitas.org/,civitas-institute
53,https://www.claremont.org,claremont-institute
54,http://www.colddeadhands.us/,cold-dead-hands
55,https://www.commentarymagazine.com/,commentary-magazine
56,http://www.commdiginews.com/,communities-digital-news
57,https://conservativebase.com/,conservative-base
58,http://www.conservativedailynews.com/,conservative-daily-news
59,http://www.conservativehq.com/,conservative-hq
60,https://www.conservativeinstitute.org,conservative-institute
61,https://conservativeopinion.com/,conservativeopinion-com
62,https://www.conservativereview.com/,conservative-review
63,https://conservativetoday.com,conservative-today
64,http://cowgernation.com/,cowger-nation
65,https://crimeresearch.org/,crime-prevention-research-center
66,http://www.crisismagazine.com/,crisis-magazine
67,https://dailycaller.com,daily-caller
68,https://www.express.co.uk/,daily-express
69,https://www.thedailyliberator.com/,the-daily-liberator
70,https://www.dailysignal.com/,daily-signal
71,http://dailysurge.com/,daily-surge
72,https://www.telegraph.co.uk,daily-telegraph
73,http://www.dcstatesman.com/,dc-statesman
74,http://dailytorch.com/,daily-torch
75,http://dcwhispers.com/,dc-whispers
76,http://debatepost.com/,debate-post
77,https://www.telegraaf.nl/,de-telegraaf
78,https://disrn.com/,disrn
79,https://dmlnews.com/,dml-news
80,https://www.donaldjtrump.com/,donaldjtrump-com
81,http://eagleactionreport.com,eagle-pac
82,https://www.epnewsleader.com/,eagle-pass-news-leader
83,http://www.economicpolicyjournal.com,economicpolicyjournal-com
84,https://www.egypttoday.com,egypt-today-bias-credibility
85,https://energycitizens.org/,energy-citizens
86,http://erlc.com/,ethics-religious-liberty-commission-erlc
87,http://factsandlogic.org/,facts-and-logic-about-the-middle-east-flame
88,http://www.faithwire.com,faithwire
89,http://fakehatecrimes.org,fake-hate-crimes
90,https://farleftwatch.com,far-left-watch
91,http://federalistpress.com/,federalist-press
92,https://fedsoc.org/,federalist-society
93,http://firstinfreedomdaily.com/,first-freedom-daily
94,https://www.firstthings.com,first-things-magazine
95,http://www.defenddemocracy.org,foundation-defense-democracies
96,https://www.foxnews.com/,fox-news
97,http://www.freerepublic.com,free-republic
98,http://freewestmedia.com/,free-west-media
99,http://freedomcrossroads.com/,freedom-crossroads
100,http://www.freedomworks.org/,freedom-works
101,https://www.ff.org,frontiers-of-freedom
102,https://ourfutureinamerica.org/,future-in-america
103,https://www.getreligion.org/,get-religion
104,http://www.gopusa.com/,gopusa
105,http://www.g-a-i.org/,government-accountability-institute
106,https://news.grabien.com/index.php,grabien-news
107,https://greatamericanpolitics.com/,great-american-politics
108,https://order-order.com,guido-fawkes
109,https://www.heritage.org,heritage-foundation
110,https://www.hermancain.com/,hermancain-com
111,https://hotair.com,hot-air
112,https://www.hudson.org/,hudson-institute
113,https://humanevents.com/,human-events
114,https://www.hurriyet.com.tr/,hurriyet
115,https://www.hurriyet.com.tr/,hurriyet-daily-news
116,http://ibleedredwhiteblue.com/,bleed-red-white-blue
117,https://www.illinoispolicy.org/,illinois-policy-institute
118,https://imprimis.hillsdale.edu,imprimis-hillsdale-college
119,https://www.independentsentinel.com,independent-sentinel
120,http://iwf.org/,independent-womens-forum-iwf
121,https://www.influencewatch.org,influence-watch
122,https://ifstudies.org,institute-for-family-studies
123,https://www.intellectualtakeout.org/,intellectual-takeout
124,https://www.investors.com/,investors-business-daily
125,https://ipatriot.com/,ipatriot
126,https://issuesinsights.com/,issues-insights
127,https://www.jewishpolicycenter.org/,jewish-policy-center
128,http://www.jewishworldreview.com/,jewish-world-review
129,https://judicialnetwork.com/,judicial-crisis-network
130,https://justthenews.com/,just-the-news
131,https://kansaspolicy.org,kansas-policy-institute-kpi
132,https://www.lawenforcementtoday.com/,law-enforcement-today
133,https://legalinsurrection.com,legal-insurrection
134,http://libertyhangout.org/,liberty-hangout
135,https://www.libertyheadlines.com/,liberty-headlines
136,https://www.libertynation.com,liberty-nation
137,https://libertytalk.fm/,libertytalk-fm
138,http://fightpp.org,life-decisions-international
139,https://www.lifenews.com/,life-news
140,https://www.lifezette.com,lifezette
141,https://loneconservative.com,lone-conservative
142,https://www.louderwithcrowder.com,louder-with-crowder
143,https://lozierinstitute.org/,lozier-institute
144,https://www.manhattan-institute.org/,manhattan-institute-for-policy-research
145,https://www.mediacircus.com/,media-circus
146,https://mediaequalizer.com/,media-equalizer
147,https://www.mrc.org/,media-research-center-mrc
148,https://www.mercatornet.com,mercatornet
149,https://www.milliyet.com.tr/,milliyet
150,https://theminnesotasun.com/,minnesota-sun
151,https://mises.org/,mises-daily
152,http://www.nationalcenter.org/,national-center-public-policy-research-ncppr
153,https://www.nationalreview.com,national-review
154,https://newbostonpost.com/,new-boston-post
155,http://www.newrevolutionnow.org/,new-revolution-now
156,https://www.newsbusters.org/,newsbusters
157,https://www.newsmax.com/,newsmax
158,https://noqreport.com/,noq-report
159,https://www.nraila.org,nra-institute-for-legislative-action
160,https://ntknetwork.com,ntk-network
161,https://www.numbersusa.com/,numbers-usa
162,https://offgridsurvival.com/,offgrid-survival
163,https://www.oann.com,one-america-news-network
164,https://www.oneangrygamer.net/,one-angry-gamer
165,https://onenewsnow.com,onenewsnow
166,https://www.ontarioproud.ca,ontario-proud
167,http://www.opslens.com/,opslens
168,https://panampost.com/,panam-post
169,https://pantsonfirenews.com/,pants-on-fire-news
170,https://www.patriotnewsalerts.com,patriot-news-alerts
171,http://patriotnewsdaily.com/,patriot-news-daily
172,http://patriotretort.com,patriotretort-com
173,https://www.pluralist.com,pluralist
174,https://www.politicalite.com,politcalite-uk
175,https://politichicks.com/,politichicks
176,http://politifeed.net,politifeed
177,https://www.populistwire.com,populist-wire
178,https://www.powerlineblog.com/,power-line
179,http://conservativesus.party,proud-conservatives
180,https://publicinterestlegal.org/,public-interest-legal-foundation
181,https://quadrant.org.au,quadrant-magazine
182,https://www.rd.com,readers-digest
183,http://redalertpolitics.com/,red-alert-politics
184,https://regated.com/,regated-news
185,https://renewedright.com,renewedright-com
186,http://www.restoreamericanglory.com/,restore-american-glory
187,https://ricochet.com,richochet
188,https://rightandfree.com/,right-free
189,http://www.ronpaullibertyreport.com/,ron-paul-liberty-report
190,https://www.sabah.com.tr/,daily-sabah
191,https://savejersey.com,save-jersey
192,https://sentinelksmo.org,sentinel-ksmo
193,http://sbgi.net/,sinclair-broadcast-group
194,https://www.skynews.com.au/,sky-news-australia
195,http://sonorannews.com/,sonoran-news
196,https://www.southernpatriotnews.com,southern-patriot-news
197,http://spiked-online.com/,spiked-magazine
198,http://www.standpointmag.co.uk,standpoint-magazine
199,https://starpolitical.com,star-political
200,https://tenthamendmentcenter.com,tenth-amendment-center
201,http://www.adelaidenow.com.au/,the-advertiser
202,https://americanmind.org,the-american-mind
203,https://theblacksphere.net/,the-blacksphere-kevin-jackson
204,https://www.theblaze.com/,the-blaze
205,http://carepublican.com,the-california-republican
206,https://thecitizenpress.com,the-citizen-press
207,https://www.thecollegefix.com/,the-college-fix
208,https://www.theconservativenut.gop,the-conservative-nut
209,https://www.conservativewoman.co.uk,the-conservative-woman
210,http://thedailydefender.com/,the-daily-defender
211,https://www.dailytelegraph.com.au/,the-daily-telegraph-australia
212,https://www.dailywire.com,the-daily-wire
213,https://dc-chronicle.com,the-dc-chronicle
214,https://www.theepochtimes.com,the-epoch-times
215,https://thefederalist.com/,the-federalist
216,https://thegreggjarrett.com/,thegreggjarrett-com
217,https://thehayride.com/,the-hayride
218,https://thejeffreylord.com/,thejeffreylord-com
219,http://www.thenationalherald.com,the-national-herald-tnh
220,https://www.thenewamerican.com/,the-new-american
221,https://thenewrevere.com,the-new-revere
222,http://theohiostar.com/,the-ohio-star
223,https://patriotpost.us/,the-patriot-post
224,https://www.thepostmillennial.com,the-post-millennial
225,http://therantidote.com/,the-rantidote
226,https://www.rebelnews.com/,the-rebel
227,http://theresurgent.com/,the-resurgent
228,http://therightscoop.com/,the-right-scoop
229,http://www.ronpaulinstitute.org/,the-ron-paul-institute
230,https://www.thestar.com.my/news/nation,the-star-malaysia
231,https://www.thesun.co.uk/,the-sun
232,http://tennesseestar.com/,the-tennessee-star
233,http://www.thetruthaboutguns.com/,the-truth-about-guns
234,https://torontosun.com,toronto-sun
235,https://trendingviews.co/,trending-views
236,https://tribunist.com,tribunist
237,https://www.trtworld.com,trt-world
238,https://twitchy.com,twitchy
239,https://www.unwatch.org,un-watch
240,https://unitynewsnetwork.co.uk,unity-news-network
241,https://www.updateamerica.com/,update-america
242,http://www.usapoliticstoday.com/,usa-politics-today
243,http://ussanews.com,ussa-news
244,http://vesselnews.io/,vessel-news
245,http://www.vivaliberty.com/,vivaliberty
246,https://www.washingtonexaminer.com/,washington-examiner
247,https://freebeacon.com/,washington-free-beacon
248,http://www.weaselzippers.us/,weasel-zippers
249,http://www.weeklystandard.com/,weekly-standard
250,http://www.westernfreepress.com/,western-free-press
251,http://www.westmonster.com/,westmonster
252,http://www.whatfinger.com/,whatfinger
253,https://www.whitehouse.gov,whitehouse-gov
254,https://world.wng.org/,world-magazine
255,https://www.worldtribune.com,world-tribune
256,https://yellowhammernews.com/,yellowhammer-news
257,https://www.yaf.org,young-americas-foundation-yaf
258,https://www.chicksonright.com/youngconservatives/,young-conservatives
