,URL,Name
0,https://achnews.org/,achnews
1,http://act.tv,act-tv
2,https://www.aftonbladet.se,aftonbladet
3,https://aldianews.com,al-dia
4,https://www.afj.org/,alliance-for-justice-afj
5,https://www.altnews.in,alt-news
6,https://www.alternet.org/,alternet
7,http://aidc.org.za/amandla-media/,amandla
8,http://americablog.com/,americablog
9,https://americanbridgepac.org/,american-bridge-21st-century
10,http://anx.media/,american-news-x
11,https://www.americanoversight.org,american-oversight
12,https://www.au.org/,american-united-separation-church-state
13,https://angrywhitemen.org,angry-white-men
14,https://antifascistnews.net/,anti-fascist-news
15,https://www.autostraddle.com/,autostraddle
16,https://www.baltimoresun.com/citypaper/,baltimore-city-paper
17,http://www.ebar.com/,bay-area-reporter
18,https://www.facebook.com/pg/beingliberal.org,being-liberal
19,https://bitchmedia.org/,bitch-media
20,https://blackagendareport.com/,black-agenda-report
21,https://blackamericaweb.com/,black-america-web
22,https://blacklivesmatter.com,black-lives-matter
23,https://blackmainstreet.net/,black-main-street
24,https://bluestatedaily.com,blue-state-daily
25,https://boingboing.net,boing-boing
26,http://bostonreview.net,boston-review
27,https://bust.com,bust-magazine
28,https://canadafactcheck.ca,canada-fact-check
29,https://canadiandimension.com/,canadian-dimension
30,https://capitalandmain.com,capital-main
31,https://www.care2.com,care2
32,https://ceasefiremagazine.co.uk/,ceasefire-magazine
33,https://www.americanprogress.org/,center-for-american-progress
34,https://www.prwatch.org/,center-for-media-and-democracy
35,https://c4ss.org/,center-for-a-stateless-society
36,https://www.change.org/,change-org
37,http://www.chicagoreader.com/,chicago-reader
38,https://www.chicagoreporter.com/,the-chicago-reporter
39,http://www.china.org.cn/,china-internet-information-center
40,http://www.chroniclesofdemocracy.com/,chronicles-of-democracy
41,https://citizencritics.org,citizen-critics
42,https://edition.cnn.com/,cnn
43,https://www.codepink.org,code-pink
44,https://columbusfreepress.com,columbus-free-press
45,https://www.comicsands.com,comic-sands
46,https://www.commondreams.org/,common-dreams
47,http://www.copblock.org/,cop-block
48,http://www.cosmopolitan.com/,cosmopolitan
49,http://www.countercurrents.org/,countercurrents-org
50,https://www.counterpunch.org,counterpunch
51,https://www.crikey.com.au/,crikey
52,https://crimethinc.com/,crimethinc
53,https://crooked.com/,crooked-media
54,https://crooksandliars.com,crooks-and-liars
55,https://www.currentaffairs.org/,current-affairs-magazine
56,http://www.curvemag.com,curve-magazine
57,https://www.thedailybeast.com/,daily-beast
58,http://www.dailydot.com/,daily-dot
59,https://www.dailykos.com/,daily-kos
60,http://www.dailynewsbin.com/,daily-news-bin
61,http://www.dailyrecord.co.uk/,daily-record-scotland
62,https://dailysoundandfury.com,daily-sound-and-fury
63,https://dallasvoice.com/,dallas-voice
64,https://deadstate.org/,dead-state
65,https://deadspin.com/,deadspin
66,http://www.deathandtaxesmag.com/,deathandtaxes
67,https://deepsouthvoice.com/,deep-south-voice
68,https://democracychronicles.org,democracy-chronicles
69,https://democracyguardian.com,democracy-guardian
70,https://democracyjournal.org/,democracy-journal
71,https://www.democracynow.org/,democracy-now
72,https://www.democraticunderground.com/,democratic-underground
73,https://www.deshabhimani.com/,deshabhimani
74,https://www.desmogblog.com/,desmog
75,https://www.metrotimes.com,detroit-metro-times
76,https://www.dissentmagazine.org/,dissent-magazine
77,https://drudge.com/,drudge-retort
78,http://earthfirstjournal.org/,earth-first-journal
79,https://www.ecowatch.com,ecowatch
80,https://egbertowillies.com/,egbertowillies
81,https://www.electoral-vote.com,electoral-vote-com
82,https://electronicintifada.net/,electronic-intifada
83,http://elisabethparker.com/,elisabeth-parker
84,http://elitedaily.com/,elite-daily
85,http://www.elle.com,elle-magazine
86,https://www.esquire.com,esquire-magazine
87,https://everydayfeminism.com/,everyday-feminism
88,http://evonomics.com/,evonomics
89,https://extranewsfeed.com,extranewsfeed
90,http://www.feministcurrent.com,feminist-current
91,http://feministing.com/,feministing
92,https://thefifthcolumnnews.com/,fifth-column-news
93,https://www.fifthestate.org/,fifth-estate
94,https://www.finnishnews.fi/,finnish-news
95,https://www.foodandwaterwatch.org,food-and-water-watch
96,https://www.foreignpolicyjournal.com,foreign-policy-journal
97,http://foreignpolicynews.org,foreign-policy-news
98,http://freepress.org/,free-press-2
99,http://frnewsreport.com,free-rein-report
100,https://ffrf.org/,freedom-religion-foundation-ffrf
101,https://freedomnews.org.uk/,freedom-news-and-journal
102,https://www.frontpagelive.com,front-page-live
103,https://www.freespeech.org/,fstv-freespeech-org
104,https://geopoliticsalert.com/,geopolitics-alert
105,https://gizmodo.com,gizmodo
106,https://globalvoices.org/,global-voices
107,https://www.good.is/,good-magazine
108,https://www.gq.com,gq-magazine
109,http://www.bradford-delong.com/,grasping-reality-hands-bradford-delong
110,https://www.greenleft.org.au,green-left-weekly
111,https://gritpost.com,grit-post
112,https://guardianlv.com/,guardian-liberty-voice
113,https://theguardiansofdemocracy.com/,guardians-of-democracy
114,https://www.haaretz.com/,haaretz
115,https://hillreporter.com,hill-reporter
116,https://www.huffpost.com/,huffington-post
117,https://www.hrc.org,human-rights-campaign
118,https://www.marxist.com/,in-defence-of-marxism
