,URL,Name,Bias
0,https://achnews.org/,achnews,left
1,http://act.tv,act-tv,left
2,https://www.aftonbladet.se,aftonbladet,left
3,https://aldianews.com,al-dia,left
4,https://www.afj.org/,alliance-for-justice-afj,left
5,https://www.altnews.in,alt-news,left
6,https://www.alternet.org/,alternet,left
7,http://aidc.org.za/amandla-media/,amandla,left
8,http://americablog.com/,americablog,left
9,https://americanbridgepac.org/,american-bridge-21st-century,left
10,http://anx.media/,american-news-x,left
11,https://www.americanoversight.org,american-oversight,left
12,https://www.au.org/,american-united-separation-church-state,left
13,https://angrywhitemen.org,angry-white-men,left
14,https://antifascistnews.net/,anti-fascist-news,left
15,https://www.autostraddle.com/,autostraddle,left
16,https://www.baltimoresun.com/citypaper/,baltimore-city-paper,left
17,http://www.ebar.com/,bay-area-reporter,left
18,https://www.facebook.com/pg/beingliberal.org,being-liberal,left
19,https://bitchmedia.org/,bitch-media,left
20,https://blackagendareport.com/,black-agenda-report,left
21,https://blackamericaweb.com/,black-america-web,left
22,https://blacklivesmatter.com,black-lives-matter,left
23,https://blackmainstreet.net/,black-main-street,left
24,https://bluestatedaily.com,blue-state-daily,left
25,https://boingboing.net,boing-boing,left
26,http://bostonreview.net,boston-review,left
27,https://bust.com,bust-magazine,left
28,https://canadafactcheck.ca,canada-fact-check,left
29,https://canadiandimension.com/,canadian-dimension,left
30,https://capitalandmain.com,capital-main,left
31,https://www.care2.com,care2,left
32,https://ceasefiremagazine.co.uk/,ceasefire-magazine,left
33,https://www.americanprogress.org/,center-for-american-progress,left
34,https://www.prwatch.org/,center-for-media-and-democracy,left
35,https://c4ss.org/,center-for-a-stateless-society,left
36,https://www.change.org/,change-org,left
37,http://www.chicagoreader.com/,chicago-reader,left
38,https://www.chicagoreporter.com/,the-chicago-reporter,left
39,http://www.china.org.cn/,china-internet-information-center,left
40,http://www.chroniclesofdemocracy.com/,chronicles-of-democracy,left
41,https://citizencritics.org,citizen-critics,left
42,https://edition.cnn.com/,cnn,left
43,https://www.codepink.org,code-pink,left
44,https://columbusfreepress.com,columbus-free-press,left
45,https://www.comicsands.com,comic-sands,left
46,https://www.commondreams.org/,common-dreams,left
47,http://www.copblock.org/,cop-block,left
48,http://www.cosmopolitan.com/,cosmopolitan,left
49,http://www.countercurrents.org/,countercurrents-org,left
50,https://www.counterpunch.org,counterpunch,left
51,https://www.crikey.com.au/,crikey,left
52,https://crimethinc.com/,crimethinc,left
53,https://crooked.com/,crooked-media,left
54,https://crooksandliars.com,crooks-and-liars,left
55,https://www.currentaffairs.org/,current-affairs-magazine,left
56,http://www.curvemag.com,curve-magazine,left
57,https://www.thedailybeast.com/,daily-beast,left
58,http://www.dailydot.com/,daily-dot,left
59,https://www.dailykos.com/,daily-kos,left
60,http://www.dailynewsbin.com/,daily-news-bin,left
61,http://www.dailyrecord.co.uk/,daily-record-scotland,left
62,https://dailysoundandfury.com,daily-sound-and-fury,left
63,https://dallasvoice.com/,dallas-voice,left
64,https://deadstate.org/,dead-state,left
65,https://deadspin.com/,deadspin,left
66,http://www.deathandtaxesmag.com/,deathandtaxes,left
67,https://deepsouthvoice.com/,deep-south-voice,left
68,https://democracychronicles.org,democracy-chronicles,left
69,https://democracyguardian.com,democracy-guardian,left
70,https://democracyjournal.org/,democracy-journal,left
71,https://www.democracynow.org/,democracy-now,left
72,https://www.democraticunderground.com/,democratic-underground,left
73,https://www.deshabhimani.com/,deshabhimani,left
74,https://www.desmogblog.com/,desmog,left
75,https://www.metrotimes.com,detroit-metro-times,left
76,https://www.dissentmagazine.org/,dissent-magazine,left
77,https://drudge.com/,drudge-retort,left
78,http://earthfirstjournal.org/,earth-first-journal,left
79,https://www.ecowatch.com,ecowatch,left
80,https://egbertowillies.com/,egbertowillies,left
81,https://www.electoral-vote.com,electoral-vote-com,left
82,https://electronicintifada.net/,electronic-intifada,left
83,http://elisabethparker.com/,elisabeth-parker,left
84,http://elitedaily.com/,elite-daily,left
85,http://www.elle.com,elle-magazine,left
86,https://www.esquire.com,esquire-magazine,left
87,https://everydayfeminism.com/,everyday-feminism,left
88,http://evonomics.com/,evonomics,left
89,https://extranewsfeed.com,extranewsfeed,left
90,http://www.feministcurrent.com,feminist-current,left
91,http://feministing.com/,feministing,left
92,https://thefifthcolumnnews.com/,fifth-column-news,left
93,https://www.fifthestate.org/,fifth-estate,left
94,https://www.finnishnews.fi/,finnish-news,left
95,https://www.foodandwaterwatch.org,food-and-water-watch,left
96,https://www.foreignpolicyjournal.com,foreign-policy-journal,left
97,http://foreignpolicynews.org,foreign-policy-news,left
98,http://freepress.org/,free-press-2,left
99,http://frnewsreport.com,free-rein-report,left
100,https://ffrf.org/,freedom-religion-foundation-ffrf,left
101,https://freedomnews.org.uk/,freedom-news-and-journal,left
102,https://www.frontpagelive.com,front-page-live,left
103,https://www.freespeech.org/,fstv-freespeech-org,left
104,https://geopoliticsalert.com/,geopolitics-alert,left
105,https://gizmodo.com,gizmodo,left
106,https://globalvoices.org/,global-voices,left
107,https://www.good.is/,good-magazine,left
108,https://www.gq.com,gq-magazine,left
109,http://www.bradford-delong.com/,grasping-reality-hands-bradford-delong,left
110,https://www.greenleft.org.au,green-left-weekly,left
111,https://gritpost.com,grit-post,left
112,https://guardianlv.com/,guardian-liberty-voice,left
113,https://theguardiansofdemocracy.com/,guardians-of-democracy,left
114,https://www.haaretz.com/,haaretz,left
115,https://hillreporter.com,hill-reporter,left
116,https://www.huffpost.com/,huffington-post,left
117,https://www.hrc.org,human-rights-campaign,left
118,https://www.marxist.com/,in-defence-of-marxism,left
119,https://inthesetimes.com/,in-these-times,left
120,https://www.inequalitymedia.org/,inequality-media,left
121,https://www.juancole.com,informed-comment,left
122,https://ips-dc.org/,institute-policy-studies,left
123,http://www.internationalviewpoint.org/,international-viewpoint,left
124,http://www.intrepidreport.com/,intrepid-report,left
125,https://iowastartingline.com,iowa-starting-line,left
126,https://itsgoingdown.org/,its-going-down,left
127,https://www.jacobinmag.com/,jacobin,left
128,https://jezebel.com/,jezebel,left
129,https://joebiden.com/,joebiden-com,left
130,https://latest.com,latest-com,left
131,https://www.laweekly.com/,la-weekly,left
132,https://leftfootforward.org/,left-foot-forward,left
133,http://leftoverrights.com/,left-over-rights,left
134,http://www.leftvoice.org,left-voice,left
135,https://www.leftscoop.com/,leftscoop,left
136,https://www.lgbtqnation.com/,lgbtq-nation,left
137,http://libcom.org,libcom-org,left
138,http://liberalamerica.org/,liberal-america,left
139,https://www.liberalexaminer.com/,liberal-examiner,left
140,https://www.liberationnews.org/,liberation-news,left
141,http://littlegreenfootballs.com/,little-green-footballs,left
142,https://mashable.com,mashable,left
143,https://www.mediamatters.org,media-matters,left
144,https://www.mediaite.com/,mediaite,left
145,https://meduza.io/en,meduza,left
146,https://www.meidastouch.com/,meidastouch,left
147,https://www.merryjane.com/,merry-jane,left
148,http://www.miaminewtimes.com/,miami-new-times-2,left
149,https://www.middleeastmonitor.com/,middle-east-monitor,left
150,http://modernliberals.com/,modern-liberals,left
151,http://www.molad.org/en/,molad-center-renewal-israeli-democracy,left
152,http://mondoweiss.net/,mondoweiss,left
153,https://www.moonofalabama.org/,moon-of-alabama,left
154,http://www.msmagazine.com/,ms-magazine,left
155,https://www.msnbc.com/,msnbc,left
156,https://www.nationofchange.org/,nation-of-change,left
157,https://www.naacp.org/,national-association-advancement-colored-people-naacp,left
158,https://www.nrdc.org/,natural-resources-defense-council,left
159,https://newint.org/,new-internationalist,left
160,https://newpol.org/,new-politics-magazine,left
161,https://newrepublic.com/,new-republic,left
162,https://www.newstatesman.com,new-statesman,left
163,http://amsterdamnews.com,new-york-amsterdam-news,left
164,http://nymag.com/,new-york-magazine,left
165,https://www.newyorker.com/,new-yorker,left
166,https://www.newscorpse.com/,news-corpse,left
167,https://www.newshounds.us/,newshounds,left
168,https://newsone.com/,newsone,left
169,http://www.newsweek.com/,newsweek,left
170,https://north99.org/,north99,left
171,https://nowtoronto.com/,now-magazine,left
172,https://www.occupy.com,occupy-com,left
173,http://www.onegreenplanet.org,one-green-planet,left
174,https://www.opednews.com/,opednews-oen,left
175,https://www.palmerreport.com,palmer-report,left
176,https://www.pastemagazine.com/,paste-magazine,left
177,http://www.pfaw.org,people-american-way-pfaw,left
178,https://people.com,people-magazine,left
179,https://newsmaven.io/pinacnews,pinac,left
180,https://www.pinknews.co.uk,pink-news,left
181,http://politicaldig.com/,political-dig,left
182,https://politicaltribune.org/,dc-tribune,left
183,https://www.politicususa.com,politicususa,left
184,https://politizoom.com,politizoom,left
185,https://popular.info,popular-information,left
186,https://popularresistance.org/,popular-resistance,left
187,https://www.pressprogress.ca/,press-progress,left
188,http://progressivearmy.com,progressive-army,left
189,https://www.boldprogressives.org/,progressive-change-campaign-committee,left
190,http://projectcensored.org/,project-censored,left
191,https://www.queerty.com,queerty,left
192,http://rabble.ca/,rabble-ca,left
193,https://rantt.com,rantt-media,left
194,http://www.rappler.com/,rappler,left
195,https://www.rawstory.com/,raw-story,left
196,http://readersupportednews.org,reader-supported-news-rsn,left
197,http://www.readingthepictures.org,reading-the-pictures,left
198,https://therealnews.com/,real-news-network,left
199,http://www.redpepper.org.uk/,red-pepper,left
200,https://www.refinery29.com/,refinery29,left
201,http://republicanssucks.org,republicans-suck,left
202,https://www.republicreport.org,republic-report,left
203,https://www.resilience.org,resilience-post-carbon-institute,left
204,http://revcom.us/,revcom-us,left
205,https://rewirenewsgroup.com/,rewire,left
206,https://www.rightwingwatch.org/,right-wing-watch,left
207,https://trofire.com/,ring-of-fire,left
208,https://www.rollingstone.com/,rolling-stone,left
209,https://www.salon.com,salon,left
210,http://www.scarymommy.com/,scary-mommy,left
211,https://www.seventeen.com/,seventeen,left
212,https://shadowproof.com,shadow-proof,left
213,https://shareblue.com/,shareblue,left
214,https://www.shondaland.com/,shondaland,left
215,https://slate.com,slate,left
216,https://readsludge.com/,sludge,left
217,http://www.smirkingchimp.com/,smirking-chimp,left
218,https://www.worldsocialism.org/spgb/,socialist-standard,left
219,https://socialistworker.org/,socialistworker-org,left
220,https://www.sourcepolitics.com,source-politics,left
221,https://www.sourcewatch.org/,sourcewatch,left
222,https://www.splcenter.org/,southern-poverty-law-center,left
223,https://splinternews.com,splinter,left
224,https://www.stpete4peace.org/,st-pete-for-peace,left
225,http://www.syriana-analysis.com,syriana-analysis,left
226,https://talkingpointsmemo.com,talking-points-memo,left
227,https://www.teenvogue.com,teen-vogue,left
228,http://www.telesurtv.net/english/,telesur,left
229,https://www.advocate.com,advocate,left
230,https://americanindependent.com/,american-independent-institute,left
231,https://prospect.org,the-american-prospect,left
232,https://www.austinchronicle.com,the-austin-chronicle,left
233,http://theblueroute.org/,the-blue-route,left
234,http://www.theburningspear.com/,the-burning-spear,left
235,https://www.thecanary.co/,the-canary-uk,left
236,https://www.climaterealityproject.org/,the-climate-reality-project,left
237,https://www.thecut.com/,the-cut,left
238,http://www.daily49er.com/,daily-49er,left
239,https://thedailybanter.com/,the-daily-banter,left
240,https://the-daily.buzz/,the-daily-buzz,left
241,https://www.thedailyvox.co.za/,the-daily-vox,left
242,http://www.democratichub.com/,the-democratic-hub,left
243,https://www.thedodo.com,dodo-bias-rating,left
244,https://dworkinreport.com,the-dworkin-report,left
245,https://thefloridasqueeze.com/,the-florida-squeeze,left
246,http://www.thefrisky.com/,the-frisky,left
247,https://mediabiasfactcheck.com/left/,the-fucking-news,left
248,https://ghionjournal.com,the-ghion-journal,left
249,https://www.theimproper.com,theimproper-magazine,left
250,https://indypendent.org,the-indypendent,left
251,https://mavenroundtable.io/theintellectualist/,the-intellectualist,left
252,https://www.thelily.com/,the-lily,left
253,https://www.thelondoneconomic.com,the-london-economic,left
254,https://www.themarysue.com,the-mary-sue,left
255,http://www.themilitant.com/,the-militant,left
256,https://www.themonthly.com.au/,the-monthly-australia,left
257,https://morningstaronline.co.uk/,the-morning-star,left
258,https://www.thenation.com/,the-nation,left
259,https://www.nationalmemo.com/,the-national-memo,left
260,https://www.thenewcivilrightsmovement.com/,the-new-civil-rights-movement,left
261,https://theoutline.com/,the-outline,left
262,https://www.palestinechronicle.com,the-palestine-chronicle,left
263,https://progressive.org/,the-progressive,left
264,https://progressivefrontier.com,the-progressive-frontier,left
265,http://www.samefacts.com/,reality-based-community,left
266,https://www.theroot.com/,the-root,left
267,http://thelasource.com/en/,source-newspaper-la-source,left
268,https://thesternfacts.com/,the-stern-facts,left
269,https://www.thestranger.com/,the-stranger,left
270,https://www.texasobserver.org,the-texas-observer,left
271,http://www.villagevoice.com/,the-village-voice,left
272,https://thewalrus.ca/,the-walrus,left
273,https://washingtonspectator.org/,the-washington-spectator,left
274,https://theweek.com/,the-week,left
275,https://worldcantwait.net/,world-cant-wait,left
276,https://thegrio.com/,thegrio,left
277,https://thisisthezerohour.com/,the-zero-hour,left
278,https://www.them.us/,them-us,left
279,http://theoswatch.com,theoswatch-com,left
280,https://this.org/,this-magazine,left
281,http://www.towleroad.com/,towleroad,left
282,https://www.treehugger.com/,treehugger,left
283,http://www.tribunemagazine.org/,tribune-magazine-uk,left
284,https://truthagainstthemachine.com,truth-against-the-machine,left
285,https://www.truthdig.com/,truthdig,left
286,https://truthout.org/,truth-out,left
287,https://truththeory.com,truth-theory,left
288,https://unicornriot.ninja/,unicorn-riot,left
289,https://uproxx.com/,uproxx,left
290,https://www.upworthy.com/,upworthy,left
291,https://www.vanityfair.com,vanity-fair,left
292,http://verifiedpolitics.com,verified-politics,left
293,http://www.vermontindependent.org/,vermont-independent,left
294,https://verrit.com,verrit,left
295,http://viraltitle.com,viral-title,left
296,http://vote.us.org/,vote,left
297,https://www.vox.com/,vox,left
298,http://wallstreetonparade.com/,wall-street-on-parade,left
299,https://washingtonbabylon.com/,washington-babylon,left
300,http://www.washingtondailywire.com,washington-daily-wire,left
301,https://washingtonmonthly.com,washington-monthly,left
302,https://washingtonpress.com/,washington-press,left
303,http://washingtonsources.org,washington-sources,left
304,https://www.washingtonian.com,washingtonian-bias-credibility-rating,left
305,https://wearyourvoicemag.com,wear-your-voice,left
306,http://www.wehuntedthemammoth.com/,we-hunted-the-mammoth,left
307,http://whatmattersnews.com/,what-matters-news,left
308,https://whitehousewatch.com,white-house-watch,left
309,https://whowhatwhy.org/,who-what-why,left
310,https://www.wonkette.com,wonkette,left
311,http://www.workers.org/,workers-world,left
312,https://www.wsws.org,world-socialist-web-site,left
313,https://www.yesmagazine.org,yes-magazine,left
314,https://tytnetwork.com/,the-young-turks,left
315,http://yourblackworld.net,your-black-world,left
316,https://zcomm.org/zmag/,z-magazine,left
0,https://604now.com/,604-now,leftcenter
1,https://972mag.com/,972-magazine,leftcenter
2,https://abcnews.go.com,abc-news,leftcenter
3,https://www.abc.net.au,abc-news-australia,leftcenter
4,https://abc11.com/,abc11-eyewitness-news,leftcenter
5,https://abovethelaw.com/,above-the-law,leftcenter
6,https://www.aceshowbiz.com/,aceshowbiz-asb,leftcenter
7,https://www.aclu.org/,american-civil-liberties-union-aclu,leftcenter
8,https://aeon.co/,aeon,leftcenter
9,http://affinitymagazine.us/,affinity-magazine,leftcenter
10,https://africanarguments.org/,african-arguments,leftcenter
11,https://ahvalnews.com/,ahval-news,leftcenter
12,https://www.beaconjournal.com/,akron-beacon-journal,leftcenter
13,https://www.aljazeera.com/,al-jazeera,leftcenter
14,https://www.al-monitor.com/,al-monitor,leftcenter
15,https://www.almasdarnews.com,al-masdar-news-amn,leftcenter
16,https://al-sura.com,al-sura,leftcenter
17,https://www.guttmacher.org/,alan-guttmacher-institute,leftcenter
18,https://www.timesunion.com/,albany-times-union,leftcenter
19,https://albertaviews.ca,alberta-views-bias,leftcenter
20,http://www.allgov.com,allgov,leftcenter
21,https://alliedprogress.org,allied-progress,leftcenter
22,http://www.amny.com/,am-new-york,leftcenter
23,https://www.americamagazine.org/,america-magazine,leftcenter
24,https://www.americanimmigrationcouncil.org,american-immigration-council,leftcenter
25,https://www.americanpublicmedia.org,american-public-media,leftcenter
26,https://www.amnesty.org/en/,amnesty-international,leftcenter
27,http://www.adn.com/,anchorage-daily-news,leftcenter
28,https://www.annistonstar.com,anniston-star,leftcenter
29,http://www.anthropocenemagazine.org/,conservation-magazine,leftcenter
30,https://www.adl.org,anti-defamation-league,leftcenter
31,https://www.aol.com/,aol,leftcenter
32,https://www.apmreports.org/,apm-reports,leftcenter
33,https://areomagazine.com,areo-magazine,leftcenter
34,http://tucson.com/,arizona-daily-star,leftcenter
35,http://azdailysun.com,arizona-daily-sun,leftcenter
36,https://www.azcentral.com,arizona-republic,leftcenter
37,https://www.arktimes.com,arkansas-times,leftcenter
38,https://www.armscontrol.org,arms-control-association,leftcenter
39,https://www.arte.tv/,arte,leftcenter
40,https://www.citizen-times.com/,asheville-citizen-times,leftcenter
41,https://www.asiasentinel.com/,asia-sentinel,leftcenter
42,https://asiancorrespondent.com/,asian-correspondent,leftcenter
43,https://magazine.atavist.com/,atavist-magazine,leftcenter
44,https://atlantablackstar.com/,atlanta-black-star,leftcenter
45,https://www.ajc.com/,atlanta-journal-constitution,leftcenter
46,https://www.theatlantic.com/,the-atlantic,leftcenter
47,https://www.atlanticmedia.com/,atlantic-media,leftcenter
48,https://www.attn.com/,attn,leftcenter
49,https://www.statesman.com/,austin-american-statesman,leftcenter
50,https://www.austindailyherald.com/,austin-daily-herald-minnesota,leftcenter
51,https://www.avclub.com/,av-club,leftcenter
52,https://www.axios.com/,axios,leftcenter
53,https://backchannel.com/,backchannel,leftcenter
54,https://balkaninsight.com/,balkan-insight,leftcenter
55,https://www.baltimoresun.com/,baltimore-sun,leftcenter
56,https://bangordailynews.com/,bangor-daily-news,leftcenter
57,https://baptistnews.com/,baptist-news-global,leftcenter
58,https://www.battlecreekenquirer.com,battle-creek-enquirer,leftcenter
59,https://www.bbc.com/news,bbc,leftcenter
60,https://www.bellinghamherald.com/,bellingham-herald,leftcenter
61,https://www.berkeleyside.com/,berkeleyside,leftcenter
62,https://www.berkshireeagle.com/,berkshire-eagle,leftcenter
63,https://www.berliner-zeitung.de/,berliner-zeitung,leftcenter
64,https://billmoyers.com/,billmoyers-com,leftcenter
65,https://www.bing.com/news,bing-news,leftcenter
66,https://www.birminghammail.co.uk,birmingham-mail,leftcenter
67,https://bleacherreport.com/,bleacher-report,leftcenter
68,https://www.bloomberg.com/,bloomberg,leftcenter
69,http://www.bluestemprairie.com/,bluestem-prairie,leftcenter
70,https://www.boston.com/,boston-com,leftcenter
71,https://www.bostonglobe.com/,boston-globe,leftcenter
72,http://bgr.com/,boy-genius-report-bgr,leftcenter
73,https://www.bramptonguardian.com,brampton-guardian,leftcenter
74,https://www.brennancenter.org/,brennan-center-for-justice,leftcenter
75,https://www.brookings.edu/,brookings-institute,leftcenter
76,http://www.buffalonews.com/,buffalo-news,leftcenter
77,http://www.businessinsider.com/,business-insider,leftcenter
78,https://www.bustle.com/,bustle-magazine,leftcenter
79,https://www.buzzfeednews.com/,buzzfeed,leftcenter
80,https://calwatchdog.com,calwatchdog-com,leftcenter
81,http://www.canadalandshow.com,canadaland,leftcenter
82,https://www.capitalgazette.com/,capital-gazette,leftcenter
83,https://www.caribbeanlifenews.com/,caribbean-life-news,leftcenter
84,https://carnegieendowment.org/,carnegie-endowment-for-international-peace,leftcenter
85,http://carolinapublicpress.org/,carolina-public-press,leftcenter
86,http://www.catchnews.com,catch-news-bias-rating,leftcenter
87,https://www.cbc.ca/news,cbc-news-canadian-broadcasting,leftcenter
88,https://boston.cbslocal.com/,cbs-boston-wbz-tv,leftcenter
89,https://www.cbsnews.com,cbs-news,leftcenter
90,http://c4ads.org/,center-for-advanced-defense-studies,leftcenter
91,https://www.cgdev.org/,center-for-global-development,leftcenter
92,https://centerforinquiry.org,center-for-inquiry,leftcenter
93,https://www.internationalpolicy.org/,center-for-international-policy,leftcenter
94,https://www.cnas.org/,center-for-a-new-american-security,leftcenter
95,http://populardemocracy.org/,center-popular-democracy,leftcenter
96,https://www.publicintegrity.org/,center-for-public-integrity,leftcenter
97,http://www.cbpp.org/,the-center-on-budget-and-policy-priorities,leftcenter
98,http://focustaiwan.tw/,central-news-agency-cna-focus-taiwan,leftcenter
99,https://www.channel4.com/news/,channel-4-news-uk,leftcenter
100,http://www.wvgazettemail.com/,charleston-gazette-mail,leftcenter
101,https://www.charlotteobserver.com,charlotte-observer,leftcenter
102,https://cheddar.com,cheddar,leftcenter
103,https://chicago.suntimes.com/,chicago-sun-times,leftcenter
104,https://chinaafricaproject.com/,the-china-africa-project-cap,leftcenter
105,https://citizentruth.org,citizen-truth,leftcenter
106,https://www.citizensforethics.org,citizens-responsibility-ethics-washington-crew,leftcenter
107,http://ctj.org/,citizens-for-tax-justice,leftcenter
108,https://www.citylab.com/,citylab,leftcenter
109,http://www.citypages.com/,city-pages,leftcenter
110,https://www.clarionledger.com/,clarion-ledger,leftcenter
111,https://cleantechnica.com/,clean-technica,leftcenter
112,https://www.cnbc.com/,cnbc,leftcenter
113,https://www.cjr.org/,columbia-journalism-review,leftcenter
114,https://colombiareports.com,columbia-reports,leftcenter
115,https://investigaterussia.org,committee-investigate-russia,leftcenter
116,http://www.commoncause.org,common-cause,leftcenter
117,https://www.commonwealmagazine.org,commonweal-magazine,leftcenter
118,https://www.commonwealthfund.org/,commonwealth-fund,leftcenter
119,https://www.ctpost.com,connecticut-post,leftcenter
120,https://consortiumnews.com/,consortium-news,leftcenter
121,https://constitutionproject.org/,constitution-project,leftcenter
122,https://www.caller.com,corpus-christi-caller-times,leftcenter
123,http://www.councilforthenationalinterest.org/,council-for-the-national-interest,leftcenter
124,http://crosscut.com/,crosscut-com,leftcenter
125,https://ctmirror.org/,ct-mirror,leftcenter
126,https://www.gazettenet.com,daily-hampshire-gazette,leftcenter
127,https://www.mirror.co.uk,daily-mirror,leftcenter
128,https://www.dawn.com/,dawn,leftcenter
129,https://dcist.com/,dcist,leftcenter
130,https://www.dcreport.org/,dcreport-org,leftcenter
131,https://deadline.com/,deadline-hollywood,leftcenter
