,URL,Name
0,https://604now.com/,604-now
1,https://972mag.com/,972-magazine
2,https://abcnews.go.com,abc-news
3,https://www.abc.net.au,abc-news-australia
4,https://abc11.com/,abc11-eyewitness-news
5,https://abovethelaw.com/,above-the-law
6,https://www.aceshowbiz.com/,aceshowbiz-asb
7,https://www.aclu.org/,american-civil-liberties-union-aclu
8,https://aeon.co/,aeon
9,http://affinitymagazine.us/,affinity-magazine
10,https://africanarguments.org/,african-arguments
11,https://ahvalnews.com/,ahval-news
12,https://www.beaconjournal.com/,akron-beacon-journal
13,https://www.aljazeera.com/,al-jazeera
14,https://www.al-monitor.com/,al-monitor
15,https://www.almasdarnews.com,al-masdar-news-amn
16,https://al-sura.com,al-sura
17,https://www.guttmacher.org/,alan-guttmacher-institute
18,https://www.timesunion.com/,albany-times-union
19,https://albertaviews.ca,alberta-views-bias
20,http://www.allgov.com,allgov
21,https://alliedprogress.org,allied-progress
22,http://www.amny.com/,am-new-york
23,https://www.americamagazine.org/,america-magazine
24,https://www.americanimmigrationcouncil.org,american-immigration-council
25,https://www.americanpublicmedia.org,american-public-media
26,https://www.amnesty.org/en/,amnesty-international
27,http://www.adn.com/,anchorage-daily-news
28,https://www.annistonstar.com,anniston-star
29,http://www.anthropocenemagazine.org/,conservation-magazine
30,https://www.adl.org,anti-defamation-league
31,https://www.aol.com/,aol
32,https://www.apmreports.org/,apm-reports
33,https://areomagazine.com,areo-magazine
34,http://tucson.com/,arizona-daily-star
35,http://azdailysun.com,arizona-daily-sun
36,https://www.azcentral.com,arizona-republic
37,https://www.arktimes.com,arkansas-times
38,https://www.armscontrol.org,arms-control-association
39,https://www.arte.tv/,arte
40,https://www.citizen-times.com/,asheville-citizen-times
41,https://www.asiasentinel.com/,asia-sentinel
42,https://asiancorrespondent.com/,asian-correspondent
43,https://magazine.atavist.com/,atavist-magazine
44,https://atlantablackstar.com/,atlanta-black-star
45,https://www.ajc.com/,atlanta-journal-constitution
46,https://www.theatlantic.com/,the-atlantic
47,https://www.atlanticmedia.com/,atlantic-media
48,https://www.attn.com/,attn
49,https://www.statesman.com/,austin-american-statesman
50,https://www.austindailyherald.com/,austin-daily-herald-minnesota
51,https://www.avclub.com/,av-club
52,https://www.axios.com/,axios
53,https://backchannel.com/,backchannel
54,https://balkaninsight.com/,balkan-insight
55,https://www.baltimoresun.com/,baltimore-sun
56,https://bangordailynews.com/,bangor-daily-news
57,https://baptistnews.com/,baptist-news-global
58,https://www.battlecreekenquirer.com,battle-creek-enquirer
59,https://www.bbc.com/news,bbc
60,https://www.bellinghamherald.com/,bellingham-herald
61,https://www.berkeleyside.com/,berkeleyside
62,https://www.berkshireeagle.com/,berkshire-eagle
63,https://www.berliner-zeitung.de/,berliner-zeitung
64,https://billmoyers.com/,billmoyers-com
65,https://www.bing.com/news,bing-news
66,https://www.birminghammail.co.uk,birmingham-mail
67,https://bleacherreport.com/,bleacher-report
68,https://www.bloomberg.com/,bloomberg
69,http://www.bluestemprairie.com/,bluestem-prairie
70,https://www.boston.com/,boston-com
71,https://www.bostonglobe.com/,boston-globe
72,http://bgr.com/,boy-genius-report-bgr
73,https://www.bramptonguardian.com,brampton-guardian
74,https://www.brennancenter.org/,brennan-center-for-justice
75,https://www.brookings.edu/,brookings-institute
76,http://www.buffalonews.com/,buffalo-news
77,http://www.businessinsider.com/,business-insider
78,https://www.bustle.com/,bustle-magazine
79,https://www.buzzfeednews.com/,buzzfeed
80,https://calwatchdog.com,calwatchdog-com
81,http://www.canadalandshow.com,canadaland
82,https://www.capitalgazette.com/,capital-gazette
83,https://www.caribbeanlifenews.com/,caribbean-life-news
84,https://carnegieendowment.org/,carnegie-endowment-for-international-peace
85,http://carolinapublicpress.org/,carolina-public-press
86,http://www.catchnews.com,catch-news-bias-rating
87,https://www.cbc.ca/news,cbc-news-canadian-broadcasting
88,https://boston.cbslocal.com/,cbs-boston-wbz-tv
89,https://www.cbsnews.com,cbs-news
90,http://c4ads.org/,center-for-advanced-defense-studies
91,https://www.cgdev.org/,center-for-global-development
92,https://centerforinquiry.org,center-for-inquiry
93,https://www.internationalpolicy.org/,center-for-international-policy
94,https://www.cnas.org/,center-for-a-new-american-security
95,http://populardemocracy.org/,center-popular-democracy
96,https://www.publicintegrity.org/,center-for-public-integrity
97,http://www.cbpp.org/,the-center-on-budget-and-policy-priorities
98,http://focustaiwan.tw/,central-news-agency-cna-focus-taiwan
99,https://www.channel4.com/news/,channel-4-news-uk
100,http://www.wvgazettemail.com/,charleston-gazette-mail
101,https://www.charlotteobserver.com,charlotte-observer
102,https://cheddar.com,cheddar
103,https://chicago.suntimes.com/,chicago-sun-times
104,https://chinaafricaproject.com/,the-china-africa-project-cap
105,https://citizentruth.org,citizen-truth
106,https://www.citizensforethics.org,citizens-responsibility-ethics-washington-crew
107,http://ctj.org/,citizens-for-tax-justice
108,https://www.citylab.com/,citylab
109,http://www.citypages.com/,city-pages
110,https://www.clarionledger.com/,clarion-ledger
111,https://cleantechnica.com/,clean-technica
112,https://www.cnbc.com/,cnbc
113,https://www.cjr.org/,columbia-journalism-review
114,https://colombiareports.com,columbia-reports
115,https://investigaterussia.org,committee-investigate-russia
116,http://www.commoncause.org,common-cause
117,https://www.commonwealmagazine.org,commonweal-magazine
